author	essay_title	essay_text
Sixiang Wang	What Tang Taizong Could Not Do 	Wang Yun, like many of the officials in Khubilais service discussed so far, were all prominent members of a group of officials who hoped, in short to perpetuate Chinese cultural values, complete with court rituals, bureaucratic organization, and rhetorical trappings of imperial rule.¹²⁹ Only some of them, such as Wang E or Hao Jing, could be considered bona fide Confucians, but they all lived and matured in the tumultuous years following the Mongol conquest of northern China and the collapse of the Jin.¹³⁰ Hao Jing was only nine years old when he witnessed the death of his parents and many of their neighbors when marauding soldiers set fire to their village.¹³¹ Zhao Liangbi hailed from a Jurchen noble family, decimated during the Mongol siege of Taiyuan in 1218.¹³² Yao Shu too had tasted the violence of these wars. He was attached to a Mongol army as an adjutant during its foray into Southern Song territory. After one battle, his commander had ordered the captured Confucian scholars and all other men of learning (including Daoist and Buddhist clergy, and doctors) to be buried alive. Yao tried to save the few he could, leading them to escape through a bamboo forest.¹³³ One grateful survivor gave him copies of the Cheng-Zhu Neo-Confucian commentaries.¹³⁴ The experience prompted Yao to leave office and devote his energies to these texts. When he finally returned to officialdom, this time to serve Khubilai, he expounded the importance of formalizing government through “secretariats and ministries” (省部) and ruling according to the principles of sage rulers.¹³⁵ As former subjects and officials of the long-vanquished Jin, the ghost of the destroyed dynasty haunted their minds and hearts.¹³⁶ Against experiences of violence, personal tragedy, and a total breakdown of order, they sought to resuscitate what the Mongol invasions had destroyed.¹³⁷ The task at hand was to recreate a new imperial government that could continue to support the Confucian learning they took to be foundational to a stable and moral social order.¹³⁸
Sixiang Wang	What Tang Taizong Could Not Do 	Through these figures, Koryos political survival was connected to their discourses. Some, such as Yao Shu or Wang Yun, had only cursory contact with Koryo envoys, but others such as Wang E, Zhao Liangbi, or Zhao Bi shaped Khubilais policies toward Korea, especially the preservation of the royal house. Hao Jing stands as an exception, for no extant source suggests he was directly involved in diplomacy with Koryo. But it is his poem, the “The Koryo Lament” (Gaoli tan 高麗歎) that provides the closest Chinese parallel to the account of Wonjongs surrender in the Koryo History. It captures the link between Koryo and the recovery of the imperial tradition by identifying Korea as the repository of its cultural legacies on the one hand and empathizing with it as a victim to a common tragedy at the hands of the Mongols on the other:
Sixiang Wang	What Tang Taizong Could Not Do 	高麗立國千餘年, Koryo, a kingdom established for over a thousand years,跨山連海東北偏, Extends over mountains and reaches the sea, covering the northeast.文物制度慕漢唐, Its civilization and institutions all aspire to the Han and Tang,衣冠禮樂如中原。 Its gowns and caps, rituals and music are just like those of the Central Plains.曾蹶煬帝困太宗, They once stopped Sui Yangdi and entrapped Tang Taizong,拒險守要尤精雄, Holding the passes and guarding strategic points, especially valorous.瞰臨遼碣飲鴨綠, Overlooking the Liao River and Jie Rock, they drank from the Yalu River,風飄轉出東海東。 But strong winds swirled forth from east of the Eastern Sea;自被天兵都破碎, And since then they have been shattered by the Celestial Troops.稱臣納質兵弗退, They submitted as vassals and sent hostages, but the soldiers did not retreat;殘滅虜掠五十年, Destroyed, extinguished, pillaged, and plundered for fifty years,窮蹙無聊竟何罪。 Put to such dire straits, with no way to live—what was their crime?盡將生口賣幽燕, The whole of their people was sold to slavery in the lands of You and Yan [i.e., modern Hebei],年年探借高麗錢, And every year Koryo was exploited of its wealth.肌膚玉雪髮雲霧, Their skin [pale] as snow or jade, their hair of cloud tresses,羅列人肆真可憐。 Put out on display as human-chattel, truly a pity!前年令公輔太子, The year before last, when their Prime Minister came with the Crown Prince,釣魚山前見天子, And saw the Son-of-heaven [i.e., Khubilai] at the foot of Angling Mountain,掩面過市眾皆哭, They covered their faces, moving through the markets, all in tears,哭聲痛入燕人耳。 The sounds of weeping brought pain to all the people of Yan [i.e., Khubilais capital, Dadu],幾回事宋事遼金, All those times they had served the Song, and served the Liao and Jin,不似今番冤苦深, There was no bitterness as deep as this!甘心曲股渾不信, I would with all my heart, bend my thighs, in total disbelief,要把高麗都殺盡。 That we really are going to kill off everyone in Koryo,嗚呼哀哉, Alas, oh how terrible!何時免此殺戮運。 When will they be able to avoid this murderous fate.¹³⁹
Sixiang Wang	What Tang Taizong Could Not Do 	The juxtaposition of Koryos cultural attainments with the devastation of war recalls familiar irenic and revivalist themes, so pronounced in Haos life and work. Here, his sympathies turn to Koryo as he laments the suffering of its people. Though originally blameless, their country had been plundered by faithless Mongols, the “Celestial Troops,” even after it had offered submission. Now, survivors were sold as chattel, their pitiable wails stirring all those who witnessed their plight. Augmenting their tragedy was that Koryo shared the culture of the “Central Plains” and the tradition of the Han and Tang. Though they preserved their independence for a millennium, they and the civilization they enjoyed now faced annihilation.
Sixiang Wang	What Tang Taizong Could Not Do 	This meditation on history, like the Koryo Historys account of Wonjongs surrender, connects the Korean surrender with the imperial past. It does so not to glorify Khubilai, but to condemn Mongol depredations and their violation of precedents established in Koryos dealings with the Song, Liao, and Jin. Hao Jing, who in his other writings depicted Khubilai as a Sage Emperor surpassing his predecessors, now saw him as falling short of those ideals. It would appear that Hao Jing, a loyal servant of Khubilais court, was complicit in the very actions he condemned, but he would have seen his position differently. Hao, like his colleagues, hoped that by appealing to the examples of paragon rulers of the past, Khubilai could be enjoined to rule in their mold.
Sixiang Wang	What Tang Taizong Could Not Do 	ConclusionKoryo survived not only absorption into the Mongol-Yuan empire but also its subsequent collapse. The same could not be said for other polities in East Asia who laid claim to a shared imperial tradition. The Jin, Western Liao 西遼 (Kara Khitai, 1124-1218), Xia夏 (1038-1227), Dali, and Song effectively disappeared as political entities in the wake of the Mongol conquests. The successful cooptation of its royal house into the Mongol dynastic line was certainly one factor for Koryos resilience. Its rulers such as King Ch’ungnyol, Chungson, and Chungsuk 忠肅王(1294-1339; r. 1313-1330 and 1332-1339) employed the trappings and the substance of Mongol elite identity to seek power and prestige within the imperial system, but ultimately their political strategy also depended on the institution of kingship.¹⁴⁰ By no means inevitable, its survival had as much to do with Mongol conquest strategy as it did with how Korean diplomats aligned Koryo dynastic interests with the political program of Khubilais Confucian advisers.
Sixiang Wang	What Tang Taizong Could Not Do 	The Koryo Historys account of Wonjongs first encounter with Khubilai Khan may very well have been a later Korean apology for his surrender, but it also encapsulated the rhetorical mechanisms that enabled this alignment. Surviving records from the decades around Khubilais accession (roughly 1250s to 1270s) exhibit a strong resonance between Koryo diplomatic strategy and the political rhetoric of Khubilais Chinese and Confucian advisers. It therefore matters relatively little whether Khubilai had indeed found the Koryo heir apparents surrender as an occasion to compare himself to Tang Taizong and a sign of his imperial destiny, because even if the khan did not, some of his advisers likely would have. The account of King Wonjongs surrender to Khubilai in the Koryo History presents a plausible retrospective, grounded in political discourses surrounding the project of civilizational and imperial revival unfolding in the mid-thirteenth century.
Sixiang Wang	What Tang Taizong Could Not Do 	How Wonjongs surrender, which could have culminated in Koryos total elimination, was transformed into a political resource also speaks to the skills of Koryo diplomats. Their maneuvering reframed how Koryo related to the project of imperial unification, a reframing which Khubilais evocation of Tang Taizong also helped encapsulate. When the Tang emperors invaded Koryo in the seventh century, they, like the Sui 隋 (581-618) emperors before them, were motivated in part by irredentism. Koguryo, by occupying the former Han prefectures of Lelang and Xuantu, was a break-away local regime who had carved away the last corner of all-under-heaven, whose conquest was required to complete a grand unification, a restoration of imperial rule to its former glory.¹⁴¹ Koryos connections to Koguryo and the imperial past may have evoked feelings of nostalgia among Khubilais officials, but they were also liabilities, identifying it as a target for permanent annexation.¹⁴²
Sixiang Wang	What Tang Taizong Could Not Do 	It is against this predicament that the Koryo Historys narratives significance should be understood. The narrative presented an alternative understanding of Koreas relationship to this imperial tradition and its legitimation. It converted the view that the Korean peninsula was the last piece of a unified empire to be reclaimed into the notion that Koreas peaceful and voluntary submission and its continued political existence augmented imperial authority. In short, the emphasis shifted from Korea as an object of irredentist ambition to Korea as a legitimizer of empire.¹⁴³ This shift had lasting reverberations. After the fall of the Yuan, the Choson dynasty, Koryos successors, extrapolated on these foundations in dealing with the Ming. Though they recognized the Ming rulers as universal emperors, they also claimed to be coeval heirs to a shared cultural tradition. These claims echoed the discursive strategies of Koryos diplomats in their missives to Khubilais officials, but also reflected broader Koryo-period innovations, namely the adoption of a state Confucianism that hearkened to a common classical well-spring.¹⁴⁴
Sixiang Wang	What Tang Taizong Could Not Do 	A narrative of common descent could ward off, but not banish, the specter of irredentism. Shortly after the establishment of the Choson dynasty, tensions ran high between the new regime and the Ming. The first Ming emperor Zhu Yuanzhang 朱元璋(1328-1398; r. 1368-1398) warned Choson envoys that during the Han, Sui, Tang, Liao, Jin, and Yuan periods, former emperors eagerly raised armies to invade whenever the rulers of the Three Han [i.e., Korea] committed even the slightest offense.¹⁴⁵ During the fifteenth century, when relations between Choson and Ming were stable, Korean statesmen remained sensitive to the possibility of renewed imperial ambitions. The Choson official Yang Songji 梁誠之 (1415-1482), for instance, worried, even in times of stable and friendly relations, that one day, perhaps some “five hundred years from hence another emperor of China “who loves vainglory and delights in triumph” might “abuse the force of arms” and seek to conquer Korea.¹⁴⁶
Sixiang Wang	What Tang Taizong Could Not Do 	Despite these concerns, the conversion of an irredentist narrative into one in which Koreas preservation became a mechanism for verifying imperial legitimacy provided a useful counterpoint. In 1476, Qi Shun 祁順(1434-1497), the Ming envoy dispatched to Korea, wrote a historical meditation (yongshi shi 詠史詩) on the city of Pyongyang 平壤 in a poetry exchange with his Korean counterparts.¹⁴⁷ In recounting Koreas relations with past imperial dynasties, it decried the “barbaric” and “immoral Yuan for having “swallowed Koreas territories and infecting it with the stench of barbarity,¹⁴⁸ even as it celebrated the Tangs military triumph over the Korean states of Koguryo and Silla.¹⁴⁹ In contrast, the Ming surpassed both the Tang and the Mongols, because it brought Korea under the imperial fold, not with the force of arms, but through its civilizing power. Its magnanimity was so great that the Ming restored to Korea territories once lost to the Mongols.¹⁵⁰ In his responses, Sõ Kōjōng 徐居正 (1420-1488), Qis Korean counterpart, reiterated the superiority of the Ming for its eastward flowing civilization, but scoffed at the mention of the Sui and Tang invasions.¹⁵¹ Their “abuse of arms” was the stuff of laughing trifles, unworthy of comparison to the Ming.¹⁵² Suppressing narratives of imperial irredentism then was at once also a disavowal of the Mongol imperial legacy and a refiguring of what the Tang had represented. Of course, despite their rejection of the Mongol past, it was during this period that the ideological and institutional foundations of Choson-Ming relations were in fact forged.¹⁵³
Sixiang Wang	What Tang Taizong Could Not Do 	When the Qing emperor Hong Taiji 皇太極, or Qing Taizong 清太宗 (1592-1643; r. 1626-1643) invaded Choson in 1636, he did not seek to annex Korea to his own territories. Instead, he followed Yuan and Ming precedent, using Koreas political submission to demonstrate both the legitimacy and inevitability of his imperial claims as a prelude to the Qing conquest and supersession of the Ming.¹⁵⁴ By the end of the Qing, Koreas relationship with imperial China had taken another turn. Amid decades of unprecedented Qing intervention under Yuan Shikais governorship, alongside the resurgence of the specters of imperial irredentism,¹⁵⁵ many members of the Choson elite were ready to extract Korea from the Qings political orbit. After the Sino-Japanese War of 1894-1895, they celebrated Chosons newfound independence from Qing domination,¹⁵⁶ sentiments which were ultimately co-opted by Japanese imperialism, resulting in Koreas annexation in 1910.¹⁵⁷ For Chinese intellectuals writing on the cusp of revolution, Koreas annexation symbolized the ills of imperialism, but at the same time, the Qings loss of Koreas allegiance to Japan, its last remaining “tributary state,” had become a synecdoche for the empires dismemberment and the collapse of its traditional order.¹⁵⁸ The irony, of course, was that this narrative of Korea as the empires legitimizer was originally a Korean production, used not to justify imperial dominion, but to guard against it.
Sixiang Wang	What Tang Taizong Could Not Do 	Retrospective views of Koreas tributary relations with Chinas imperial past tend to conceive it not only as a product of Chinese imperial ideology, but also as its ideal manifestation.¹⁵⁹ What the Koryo surrender of 1259 and the narratives it inspired demonstrates, however, is something rather different. This formative moment in the history of Korean-Imperial relations emerged from a convergence of Mongol political needs, Korean diplomatic strategy, and Chinese Confucian agendas. In the process, the Koryo court, an erstwhile vassal, appropriated tributary discourse to negotiate its own political position. Most remarkably, it intervened into techniques of imperial legitimation by casting for itself a pivotal role in the construction of imperial order.
Sixiang Wang	What Tang Taizong Could Not Do 	Appendix: The Koryo History Account¹⁶⁰At first, Emperor Xianzong (i.e. Möngke Khan) was on campaign in the south and was encamped by Angling Mountain. The king (Wonjong, then Prince Chon) was traveling from Yanjing to attend to the [emperor]. On the way, he passed through Jingzhao, by the Tong Pass. There, the guards invited him to bathe in the hot springs of Huaqing Palace. The king refused and said: “This was where Tang Minghuang (Tang Xuanzong) had once bathed, although I live in another time, how dare I, a vassal, sully it?” All who heard this were impressed by his understanding of propriety.初憲宗皇帝南征,駐蹕釣魚山。王自燕京赴行,在道過京兆潼關,守土者迎至華清宮,請浴溫泉。王謝曰:「此唐明皇所嘗御者,雖異世人臣安敢褻乎?」聞者嘆其知禮。
Sixiang Wang	What Tang Taizong Could Not Do 	When he reached Liupan Mountain, he heard that Xianzong had died suddenly, whereupon Arigh Böke raised an army in the northern wilderness (i.e. Mongolia). All the feudal lords were confused, unsure of where to go and whom to follow. At that time, the Imperial Brother Khubilai was leading the troops south of the Yangzi River. The king subsequently turned his carriage south, and after many twists and turns, reached the frontier of Liang and Chu. [There he met] the Imperial Brother who was retreating north from Xiangyang. The king adorned himself in black-gauze headdress with soft-horned tassels, wide-sleeved robes of violet silk, shoes of rhinoceros horn, and an ivory tablet. He paid his respects to the Imperial Brother on the left side of the road, bringing his gifts of tribute. His visage was beautiful like a painting and his behavior was a model for others. His retainers lined up behind him, all wearing their official robes and arrayed according to their rank. The Imperial Brother exclaimed with surprised joy: Koryo is a country of a myriad miles [in size]. Since the time of Emperor Taizong of the Tang, who personally led an expedition against it, it could not be subjugated. Now that its Heir Apparent has come to submit to me, it must be the will of heaven!” He then rewarded the king greatly.至六槃山,憲宗皇帝晏駕,而阿里李哥阻兵朔野。諸侯虞疑,罔知所從。時皇弟忽必烈,觀兵江南。王遂南轅閒關,至梁楚之郊。皇弟適在襄陽,班師北上。王服軟角烏紗幞頭、廣袖紫羅袍、犀鞋、象笏,奉幣迎謁道左。眉目如畫,周旋可則。群僚皆以品服排班于後。皇弟驚喜曰:「高麗萬里之國,自唐太宗親征,而不能服。今其世子自來歸我,此天意也!」大加褒獎。
Sixiang Wang	What Tang Taizong Could Not Do 	AcknowledgmentsThis project, which began as an idea for a Masters thesis at Columbia University, has benefited from the insights of many critical readers across its various iterations over the years. I thank especially Theodore Hughes, Gray Tuttle, the late JaHyun Kim Haboush, Robert Hymes, Sun Joo Kim, Dorothy Ko, Jungwon Kim, the three anonymous reviewers from Toung pao for their critiques and suggestions, as well as the University of Pennsylvanias James Joo-Jin Kim Program in Korean Studies for its support.
Korean	이익주 용비어천가 조선왕 	1. 머리말조선은 고려 말에 성장한 신흥사대부(新興士大夫)와 신흥무장(新興武將)이 힘을 합쳐 세운 왕조이다. 왕조 개창의 결과 지배 계층의 수직적인 교체가 이루어졌으며, 그러한 점에서 고려조선의 교체는 단순한 왕조 교체 이상의 의미를 지닌다. 이와 같은 수직 교체의 양상을 가장 잘 보여주는 것이 조선의 왕실이다. 조선 왕실의 조상들은, 멀게는 전주의 향리(鄉吏)였고, 가깝게는 쌍성 지방의 토호(土豪)였다. 이러한 하급 지배층의 후손이, 게다가 고려와 몽골 사이의 경계인이었던 일개 무장이 새로운 왕조를 열고 국왕이 된 것은 당시 고려 사회를 휩쓸었던 사회 변화가 아니었다면 불가능한 일이었을 것이다.{1}
Korean	이익주 용비어천가 조선왕 	하지만 조선을 건국한 뒤 새 왕조의 왕실은 자신들의 과거를 미화할 필요를 느꼈을 것이다. 그러한 필요성은 조선 왕실의 신분 상승의 폭 에 비례하여 커졌을 것이지만, 특히 전쟁 중에 몽골에 항복하여 쌍성총 관부의 관리로 지냈던 가까운 과거의 사실에 대해서는 어떻게든 정리를 해두어야 했을 것이다. 왕실 조상의 미화 작업은 이성계를 영웅화하 는 작업과 함께 조선 건국의 정당성을 확인하고 홍보하는 국가적 사업 으로 추진되었다. 그리고 그 최종 결과물이 「용비어천가(龍飛御天歌)」라 고 할 수 있다.
Korean	이익주 용비어천가 조선왕 	세종 때 지어진 「용비어천가」는 “해동(海東) 육룡(六龍)이 날으시어 일 마다 천복(天 福)이시니 고성(古聖)이 동부(同符)하시니”라는 문장으로 시 작된다.{2} 여기서 육룡이란 세종의 선조인 목조(穆祖)·익조(翼祖) · 도조 (度祖)·환조(桓祖)·태조(太祖)·태종(太 宗)을 가리키는바, 여기에는 목조 이안사(李安社)로부터 창업의 기틀이 만들어지기 시작했다는 인식이 담 겨져 있다. 하지만 목조부터 환조 이자춘(李子春)까지 4 대는 관련 자료 가 거의 없고, 따라서 조선 왕실은 적은 자료를 가지고 조상들의 행적 을 적극적으로 미화해 나아가만 했다. (혹은 자료가 거의 없었기 때문에 미 화하기가 더 쉬웠을지도 모른다.) 그 결과가 「용비어천가」로 나타나게 된 것이며, 이러한 관점에서 본다면 「 용비어천가」의 사료적 가치는 면밀 한 검토를 거쳐 평가되어야 할 것이다. 이것이 이 글에서 「용비어천가」를 중심으로 ‘왕실의 조상에 대한 기록을 살피게 된 이유이다.
Korean	이익주 용비어천가 조선왕 	조선시대에는 「용비어천가」뿐 아니라 태조 이성계(李成桂) 개인은 물 론 그의 조상들에 대한 기록도 조금씩 고쳐지면서 새로 쓰였다. 그 최종 결과물이 왕실 족보인 선원보(璿源譜) 계통의 자료인데, 거기에는 매우 상세한 내용이 담겨져 있지만 윤색이 심하여 역사 연구에서 그대로 사용할 수 없다. 선원보뿐 아니라 왕실 관계의 다른 자료들, 심지어『고려사(高麗史)』와 『고려사절요(高麗史節要)』 같은 정사류(正史類)마저도 왕실과 관련해서는 어느 정도의 윤색이 가해져 있다. 따라서 관련 자료를 면밀하게 검토하여 왕실의 조상에 대한 역사적 사실과 윤색 부분을 가리는 일이 필요하며, 그를 통해「용비어천가」의 사료적 가치가 밝혀지게 될 것이다.
Korean	이익주 용비어천가 조선왕 	2. 고려 말, 조선 초 이성계의 선조에 대한 기록의 변화이성계의 선조에 대한 기록 가운데 가장 오래된 것은 고려 말 이색(李穡)이 지은 이자춘(李 子春)의 신도비문(神道碑文)이다.{3} 이색의 다른 글에 이 비문을 지은 사정이 기록되어 있는데{4}, 그에 따르면 1387 년 (우왕 13) 겨울에 이성계가 이색에게 부친의 신도비문을 지어줄 것을 부탁했고, 이듬해 2월 을축일(20 일)에 비석을 세운 것으로 되어 있다. 따라서 이 신도비문은 1387 년 10 월부터 1388 년 2 월 사이에 지어진 것 이다. 당시 이성계는 판삼사사(判三司事)로 3 재(三宰)의 지위에 있었으며, 1388 년 정월에는 최영(崔瑩)과 손을 잡고 이인임(李仁任), 임견미(林堅味), 엽충방(廉興邦) 일파를 몰아낸 뒤 최영에 이어 제2인자가 되었다.{5}
Korean	이익주 용비어천가 조선왕 	이색이 지은 「이자춘신도비문」은 이성계가 조선을 건국하고 왕이 되기 전에 그의 선대(先代)에 대해 기록한 유일한 자료라는 점에 각별한 의미가 있다. 조선 건국 후에는 왕실에 대한 미화 작업이 대대적으로 진행되었으므로 「이자춘신도비문」이 갖는 사료로서의 가치는 그만큼 크다고 할 수 있다. 그런데 「이자춘신도비문」이 이색의 문집인『묵은문고(牧隱文藁)』뿐 아니라 조선 전기에 편찬된 『동문선(東文選)』에도 실려 있고{6}, 둘 사이에 약간의 차이가 있는 점이 주목된다.
Korean	이익주 용비어천가 조선왕 	우선 형식면에서 국왕과 관련되는 용어 앞에 두 글자를 비우거나 행을 바꾸는 제두(提頭)가 『묵은문고』의 「이자춘신도비문」에는 있는데『동문선』의 「이자춘신도비문」에는 없는 점이 다르다. 또 자녀를 기재하는 순서도 『동문선』의 것은 적서(嫡庶) 구분 없이 아들과 딸을 구분하고 각각의 출생 순으로 되어 있다. 그에 따라 이자춘의 3남 1녀가 이원계(李元桂)이성계이화(李和)딸의 순으로 기재되었다. 반면 『묵은문고』에서 는 적서의 구별을 앞세워 이성계딸이원계이화의 순으로 기재하였고, 적서를 구분하기 위해 이원계의 생모인 이씨 앞에 ‘측실(側室) 두 글자를 추가하였다. 적서의 구분을 중시하는 것은 조선시대의 관념을 반영하는 것이므로 『동문선』에 실려 있는 「이자춘신도비문」 이 이색이 지은 원본에 가까운 것이고, 『묵은문고』에 실려 있는 것은 조선시대에 수정된 것이라고 할 수 있다.
Korean	이익주 용비어천가 조선왕 	이색의 문집인 『묵은집(牧隱集)』,[『묵은시고(牧隱詩藁)』와 『묵은문고』이 처음 간행된 것은 이색 사후 8년 만인 1404 년(태종 4) 3 남 이종선(李種善)에 의해서였다. 이 해 5월과 7월에 이첨(李詹)과 권근(權近)이 지은 서문이 남아 있어 이것은 분명한 사실로 확인된다.{7} 하지만 이 초간본(初刊本)은 현재 남아 있지 않다.{8}『목은집』의 중간(重刊)은 조선 후기인 1626 년(인조 4)에 이루어졌고, 지금 남아 있는 『목은집』은 바로 이중간본이다.{9} 그에 비해서 『동문선』 은 1478 년(성종 9)에 찬집(撰集)되었고, 초기의 판본이 지금도 남아 있으므로 여기 수록된 이색의 시문들이 오히려 『목은집』초간본에 가까운 것이라고 할 수 있다. 따라서 「 이자춘신도비문」을 사료로 이용할 때에는 『동문선』에 실린 것을 기본으로해야 한다. 그와 더불어 『동문선』과『목은집』의 「이자춘신도비문」을 비교하는 작업도 의미가 있을 것인데, 그를 통해 조선 후기에 추가되거나 변형된 부분을 찾아낼 수 있을 것이기 때문이다.
Korean	이익주 용비어천가 조선왕 	이자춘의 신도비는 조선 건국 직후인 1392 년 7 월 이성계의 4대를 추증할 때 정종(鄭 摠)에 의해 다시 지어졌다.{10} 여기에는 당연히 첫 번째신도비가 지어진 뒤의 사실들, 특히 조선 건국과 관련된 사실들이 추가되었고, 조선 건국의 정당성이 강조되었다. 또한 이 「정릉신도비문」에서는 이성계의 선대와 관련하여 새로운 내용이 추가되었다. 즉, 이색이 지은 「이자춘신도비문」에는 이성계의 선대가 신라아간(新羅阿干) 광희(光禧)로부터 시작된 것으로 되어 있는데, 정총의 「정릉신도비문」에는 그 앞에 사공(司空) 한(翰), 시중(侍中) 자연(自延), 복야(僕 射) 천상(天祥) 등 3 대가 더해졌고, 시조 이한이 신라 태종 무열왕의 10 세손인 군윤(軍尹) 김은의(金殷義)의 딸과 결혼했으며, 관직이 시중에 이르렀다는 내용이 추가되었다.
Korean	이익주 용비어천가 조선왕 	이색은 「이자춘신도비문」의 명문(銘文)에서도 이성계의 전주이씨가 신라 대아간(大阿 干), 즉 이광희로부터 시작되었음을 거듭 밝혔다.{11} 또 이성계가 이색의 「 이자춘신도비문」을 읽어보고는 “우리 집안의 족보에서 확인할 수 있는 것은 선생이 모두 썼다.”고 말했다고 기록해놓았다.{12} 따라서 이색이 「이자춘신도비문」을 지을 때까지만 해도 이 집안의 시조가 이광희로 알려져 있었던 것이 틀림없는데, 불과 4년 뒤에 지어진 「 정릉신도비문」에서 새로운 사실이 추가된 것이다. 이는 조선 건국 이후 왕실의 조상을 미화하면서 신라 왕실과의 관계를 부각시키고자했기 때문으로 추측된다.
Korean	이익주 용비어천가 조선왕 	그러나 시조인 이한이 태종 무열왕의 10 세손인 김은의의 딸과 결혼했다는 것은 사실이 아니었을 것이다. 그 기록대로라면 이한이 왕경(王京), 즉 경주에 살던 진골귀족이었어야 하는데 그럴 가능성은 거의 없기 때문이다. 만일 그가 경주의 진골귀족이었다면 그 후손들이 전주로 옮겨 살게 된 사정이 설명되어야 한다. 또 이한, 이자연, 이천상이 지냈다는 사공과 복야는 모두 고려시대에야 나타나는 관직들이다. 그리고 무엇보다도 이한이 전주이씨의 시조라면 이색이 지은 「이자춘신도비문」에 누락되었을 리가 없다.
Korean	이익주 용비어천가 조선왕 	하지만 시조를 이한으로 하는 「정릉신도비문」의 기록은 1408 년(태종 8)에 권근이 지은 태조의 신도비인 「건원릉신도비문」에{13} 그대로 계승되었다. 이후『태조실록(太祖實 錄)』총서(總書)에도 같은 내용이 실렸고, 이것이 이후 조선의 공식적인 선원계보로 자리를 잡게 되었다. 그러나 이렇게 했을 때 이색이 지은 「이자춘신도비문」의 내용이 문제가 되었을 것이다.「이자춘신도비문」은 조선 왕실의 조상을 이광희부터 기록함으로써 왕실이 조상에 대한 기록을 변조하였음을 폭로하는 것이거나 적어도 왕실의 조상에 대한 무지를 드러내는 것이었기 때문이다. 1417 년(태종 17)에 왕명으로 이색의 정릉신도비문(定陵神道碑文), 즉「이자춘신도비문」을 거두어들인 일이 있었는데{14}, 이는 왕실의 공식적인 견해에 반하는 기록을 회수하려 한 것으로 해석된다. 그런데 그때는 이미『묵은집』이 간행된 뒤였으므로 「이자춘신도비문」이 실려 있는『묵은집』 제 15 권을 거두어들이게 되었을 것이고{15}, 이것이 와전되어『묵은집』이 본래 70 권이던 것을 조선 왕실이 15 권을 삭제하여 55 권만 남게 되었다는 주장이 나오게 되었던 것이다.{16}
Korean	이익주 용비어천가 조선왕 	이상에서 살핀 바와 같이 고려 말, 조선 초의 조선 왕실에 대한 기록은 이색의 「 이자춘신도비문」, 정충의 「정릉신도비문」,권근의 「건원릉신도비문」 등이 있다. 그리고 이를 종합하여 정리한 것이『태조실록』 총서이다. 『태조실록』총서는 1413 년(태종 13) 3 월『태조실록』과 함께 완성된 것으로, 이후 조선 왕실의 조상에 대한 공식적인 역사 기록이되었다. 그 기록에 따라 시조 이한부터 이성계의 고조(高祖)인 이안사(李安社)까지의 계보를 정리하면 그림 1과 같다.
Korean	이익주 용비어천가 조선왕 	잘 알려진 대로 이성계의 본관은 전주이다. 이 사실은 「이자춘신도비문」첫머리에 “전주의 이씨는 대성(大姓)이다”라고 한 데서{17} 확인된다. 그리고 전주이씨의 시조는 「 이자춘신도비문」에 기록되어 있는 대로 이 광희였을 것으로 생각된다.
Korean	이익주 용비어천가 조선왕 	「이자춘신도비문」에는 그가 신라의 아간이 었다고 되어 있는데, 아간이란 신라의 제6관등으로 골품제하에서 6두품 이상이 오를 수 있는 자리였다. 하지만 전주에 살고 있던 이광희가 이러한 관등을 받기란 현실적으로 불가능하였으므로, 이 기록은 후대에 윤색된 것이거나 아니면 이광희가 아간을 자칭하였던 것이 아닌가 한다. 실제로 신라 말에는 지방의 호족들이 스스로를 성주(城主), 장군 (將軍)으로 부르거나 중앙 관직을 자칭한 사례가 많았다. 따라서 이광희가 신라 말 전주 지방의 호족이었고, 고려 초 태조의 토성분정(土姓分定)정책에 따라 이씨 성을 받음으로써 전주이씨가 시작되었다고 하는 것이 사실에 가까운 설명일 것이다. 『세종실록지리지』와 『신증동국여지승람 (新增東國 輿地勝覽)』의 전주부(全州府) 토성조(土姓條)에 이씨가 최(崔)·유(柳)·박(朴)·전(全)· 경(庚)·한(韓)·백씨(白氏) 등과 함께 본부토성 (本府土姓)으로 기재되어 있는 것도 이러한 추측을 뒷받침한다.
Korean	이익주 용비어천가 조선왕 	신라 말, 고려 초에 지방에서 성장한 호족들 가운데 일부는 이후 상경하여 중앙 관인이 되었다. 전주이씨도 고려 전기부터 중앙으로 진출했는데, 인종 때 재상을 지낸 이준양(李俊 陽)과 그럼으로 유명한 이녕(李寧)·이광필(李光弼) 부자 등이 전주이씨였다.18 이성계의 선조들이 언제부터 중앙 관인이 되었는지는 알 수 없지만『고려사』에서 처음 확인되는 사람은 이린(李璘)이다. 1170 년 이의방(李義方)이 정중부(鄭仲夫) 등과 함께 무신난을 일으킨 뒤에 그 아우인 이린이 재상 문극겸(文克謙)의 사위가 되었다는 기록이 있다.{19} 그리고 이것은 “대장군(大將軍) 용부(勇夫)가내시집주(內侍執奏) 린을 낳았고, 집주는 시중 문극겸의 딸에게 장가들어장군 양무(陽茂)를 낳았다”고 한 「이자춘신도비문」의 내용과 일치한다.
